Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ;Base de remboursement ;Montants remboursés;Catégorie d'acte;Sous-catégorie d'acte
AAJA002;AAJA00240;Évacuation d'hématome intracérébral traumatique [contusion], par craniotomie;4;0;ADA;275.90 €;275.90 €;7;1 678.40 €;1 678.40 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJA003;AAJA00340;Évacuation d'hématome intracérébelleux, par craniotomie;4;0;ADA;357.92 €;357.92 €;6;1 610.64 €;1 610.64 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJA003;AAJA00310;Évacuation d'hématome intracérébelleux, par craniotomie;1;0;ADC;418.00 €;418.00 €;7;2 643.87 €;2 643.87 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJA004;AAJA00410;Évacuation d'hématome intracérébral non traumatique, par craniotomie;1;0;ADC;283.60 €;269.82 €;30;8 103.79 €;8 049.98 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJA004;AAJA00440;Évacuation d'hématome intracérébral non traumatique, par craniotomie;4;0;ADA;286.84 €;286.84 €;28;6 612.90 €;6 569.87 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJA005;AAJA00540;Évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente;4;0;ADA;97.51 €;97.51 €;20;1 971.20 €;1 971.20 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJA005;AAJA00510;Évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente;1;0;ADC;250.99 €;215.80 €;21;5 887.98 €;5 887.98 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJA006;AAJA00640;Parage de plaie craniocérébrale;4;0;ADA;241.45 €;241.45 €;5;1 230.25 €;1 230.25 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJA006;AAJA00610;Parage de plaie craniocérébrale;1;0;ADC;433.91 €;383.33 €;6;2 347.59 €;2 347.59 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJH001;AAJH00110;Évacuation de collection intracérébrale, par voie transcrânienne avec guidage scanographique;1;0;ADC;167.20 €;167.20 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
AAJH002;AAJH00240;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique;4;0;ADA;231.55 €;231.55 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
AAJH002;AAJH00210;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique;1;0;ADC;250.80 €;250.80 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
AAJH003;AAJH00310;Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique;1;0;ADC;167.20 €;167.20 €;1;211.51 €;211.51 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJH003;AAJH00340;Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique;4;0;ADA;126.46 €;126.46 €;1;126.46 €;126.46 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAJH004;AAJH00410;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique;1;0;ADC;250.80 €;250.80 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
AAJH004;AAJH00440;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique;4;0;ADA;231.55 €;231.55 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
AAKA001;AAKA00110;Changement d'un générateur souscutané de stimulation cérébrale;1;0;ADC;104.50 €;104.50 €;16;1 672.00 €;1 577.95 €;Actes chirurgicaux;Autres Actes de Chirurgie
AALA002;AALA00210;Implantation d'électrode subdurale pour enregistrement électrocorticographique, par craniotomie;1;0;ADC;272.83 €;272.83 €;4;690.20 €;690.20 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AALA004;AALA00410;Implantation souscutanée d'un générateur de stimulation cérébrale;1;0;ADC;104.50 €;104.50 €;14;1 463.00 €;1 463.00 €;Actes chirurgicaux;Autres Actes de Chirurgie
AALB001;AALB00140;Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique;4;0;ADA;272.87 €;272.87 €;1;272.87 €;272.87 €;Actes chirurgicaux;Autres Actes de Chirurgie
AALB001;AALB00110;Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique;1;0;ADC;916.03 €;794.64 €;18;13 079.02 €;11 246.96 €;Actes chirurgicaux;Autres Actes de Chirurgie
AALB002;AALB00210;Implantation d'électrode intracérébrale pour enregistrement électroencéphalographique, par voie stéréotaxique;1;0;ATM;627.00 €;627.00 €;0;;;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAMP173;AAMP17310;Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde;1;0;ATM;102.81 €;102.81 €;394;40 507.12 €;40 034.52 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AAMP387;AAMP38710;Réglage secondaire d'un paramètre de système de stimulation cérébrale profonde;1;0;ATM;60.48 €;60.48 €;111;6 652.80 €;6 580.24 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AANB001;AANB00140;Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique;4;0;ADA;265.91 €;265.91 €;1;265.91 €;265.91 €;Actes chirurgicaux;Autres Actes de Chirurgie
AANB001;AANB00110;Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique;1;0;ADC;695.53 €;695.53 €;7;4 710.35 €;4 710.35 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAQM002;AAQM00210;Échographie transfontanellaire de l'encéphale;1;0;ADE;37.80 €;37.80 €;7 122;258 932.35 €;212 820.23 €;Imagerie Échographie;Autres Échographies
AAQN002;AAQN00210;Spectroscopie par résonance magnétique cérébrale protonique localisée;1;0;ADI;;;0;;;Imagerie Radiographie;Autres radiographies
AAQN004;AAQN00410;Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions motrices;1;0;ADI;69.00 €;69.00 €;257;17 688.50 €;13 012.30 €;Imagerie IRM;IRM du système nerveux
AAQP002;AAQP00210;Electroencéphalographie continue ambulatoire sur 8 dérivations ou plus, pendant au moins 24 heures [Holter EEG];1;0;ATM;209.95 €;145.97 €;854;123 176.26 €;112 925.41 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP003;AAQP00310;Surveillance électroencéphalographique continue sans enregistrement vidéo, par 24 heures;1;0;ATM;80.35 €;70.80 €;36;2 581.87 €;2 367.97 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP004;AAQP00410;Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant moins de 4 heures;1;0;ATM;;;2;0.00 €;0.00 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AAQP005;AAQP00510;Surveillance électrocorticographique peropératoire de l'activité encéphalique spontanée et/ou provoquée;1;0;ATM;;;0;0.00 €;0.00 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AAQP006;AAQP00610;Electroencéphalographie de longue durée de 1 à 4 heures sur 8 dérivation ou plus, avec enregistrement vidéo;1;0;ATM;139.97 €;105.37 €;3 425;477 913.00 €;475 054.65 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP007;AAQP00710;Électroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes sans numérisation et sans enregistrement vidéo;1;0;ATM;57.60 €;57.60 €;4 131;233 055.67 €;196 659.79 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP008;AAQP00810;Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant 4 heures ou plus;1;0;ATM;;;7;0.00 €;0.00 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AAQP009;AAQP00910;Electroencéphalographie avec quantification sur 32 dérivations ou plus;1;0;ATM;93.31 €;78.31 €;47;4 207.16 €;2 983.84 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP010;AAQP01010;Electroencéphalographie de longue durée de plus de 4 heures sur 8 dérivations ou plus, avec enregistrement vidéo;1;0;ATM;233.28 €;159.49 €;594;137 052.56 €;136 752.78 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP011;AAQP01110;Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, au lit du malade;1;0;ATM;84.67 €;73.30 €;4 351;373 590.11 €;356 248.14 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP012;AAQP01210;Surveillance électroencéphalographique continue avec enregistrement vidéo, par 24 heures;1;0;ATM;345.60 €;256.90 €;201;68 507.00 €;68 507.00 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP013;AAQP01310;Surveillance électrocorticographique continue avec enregistrement vidéo, par 24 heures;1;0;ATM;345.60 €;256.90 €;0;;;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP129;AAQP12910;Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 30 minutes, avec numérisation et enregistrement vidéo, chez un patient de moins de 6 ans;1;0;ATM;152.93 €;152.93 €;1 642;249 552.68 €;247 489.81 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP350;AAQP35010;Electroencéphalographie sur 14 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, avec numérisation chez un patient de 6 ans ou plus;1;0;ATM;130.46 €;130.46 €;68 598;8 941 249.08 €;8 892 501.28 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
ABCA001;ABCA00110;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par craniotomie;1;0;ADC;421.86 €;376.35 €;23;10 418.19 €;10 418.19 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA001;ABCA00140;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par craniotomie;4;0;ADA;189.03 €;189.03 €;21;3 732.10 €;3 732.10 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA002;ABCA00210;Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct;1;0;ADC;261.62 €;257.08 €;147;45 033.12 €;44 675.33 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA002;ABCA00240;Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct;4;0;ADA;142.11 €;142.11 €;130;18 640.80 €;18 458.69 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA003;ABCA00310;Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct;1;0;ADC;261.62 €;257.08 €;1;330.95 €;330.95 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA003;ABCA00340;Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct;4;0;ADA;140.64 €;140.64 €;1;243.64 €;243.64 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA004;ABCA00440;Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct;4;0;ADA;135.88 €;135.88 €;3;407.64 €;407.64 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA004;ABCA00410;Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct;1;0;ADC;268.00 €;260.78 €;3;1 017.06 €;1 017.06 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCB001;ABCB00140;Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne;4;0;ADA;99.34 €;99.34 €;59;6 512.69 €;6 512.69 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCB001;ABCB00110;Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne;1;0;ADC;145.35 €;119.42 €;59;9 887.58 €;9 887.58 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCC001;ABCC00140;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par vidéochirurgie intracrânienne;4;0;ADA;166.30 €;166.30 €;29;4 785.55 €;4 785.55 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCC001;ABCC00110;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par vidéochirurgie intracrânienne;1;0;ADC;366.55 €;344.27 €;38;15 710.96 €;15 686.96 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA001;ABFA00110;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire;1;0;ADC;617.54 €;445.95 €;4;2 443.13 €;2 433.13 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA001;ABFA00140;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire;4;0;ADA;225.72 €;225.72 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA002;ABFA00240;Exérèse de lésion du troisième ventricule, par craniotomie;4;0;ADA;382.78 €;382.78 €;7;2 679.46 €;2 679.46 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA002;ABFA00210;Exérèse de lésion du troisième ventricule, par craniotomie;1;0;ADC;1 000.40 €;843.57 €;11;11 111.74 €;11 111.74 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA003;ABFA00310;Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne;1;0;ADC;282.29 €;282.29 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA004;ABFA00440;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, avec rapprochement orbitaire;4;0;ADA;302.99 €;302.99 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA004;ABFA00410;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, avec rapprochement orbitaire;1;0;ADC;891.92 €;666.55 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA005;ABFA00540;Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie;4;0;ADA;378.39 €;378.39 €;13;4 969.07 €;4 969.07 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA005;ABFA00510;Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie;1;0;ADC;811.10 €;733.77 €;19;16 185.70 €;16 185.70 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA006;ABFA00610;Exérèse de lésion du quatrième ventricule, par craniotomie;1;0;ADC;884.83 €;732.65 €;9;7 856.06 €;7 856.06 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA006;ABFA00640;Exérèse de lésion du quatrième ventricule, par craniotomie;4;0;ADA;435.21 €;435.21 €;8;2 851.88 €;2 851.88 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA007;ABFA00740;Exérèse d'une fistule dermique avec prolongement intradural occipital;4;0;ADA;169.42 €;169.42 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA007;ABFA00710;Exérèse d'une fistule dermique avec prolongement intradural occipital;1;0;ADC;244.87 €;244.87 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA008;ABFA00810;Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle;1;0;ADC;792.66 €;723.09 €;10;8 791.78 €;8 791.78 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA008;ABFA00840;Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle;4;0;ADA;385.37 €;385.37 €;10;3 661.02 €;3 661.02 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA009;ABFA00910;Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle;1;0;ADC;1 006.78 €;935.06 €;18;20 390.25 €;20 390.25 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA009;ABFA00940;Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle;4;0;ADA;375.80 €;375.80 €;16;5 449.10 €;5 449.10 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA010;ABFA01010;Exérèse de tumeur de la faux du cerveau, par craniotomie;1;0;ADC;725.31 €;684.02 €;51;41 962.46 €;41 962.46 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA010;ABFA01040;Exérèse de tumeur de la faux du cerveau, par craniotomie;4;0;ADA;355.66 €;355.66 €;43;14 094.57 €;14 094.57 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFC001;ABFC00110;Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne;1;0;ADC;651.57 €;641.25 €;3;2 472.72 €;2 472.72 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFC001;ABFC00140;Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne;4;0;ADA;358.59 €;358.59 €;3;1 075.77 €;1 075.77 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABGA002;ABGA00240;Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct;4;0;ADA;64.15 €;64.15 €;6;264.31 €;264.31 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABGA002;ABGA00210;Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct;1;0;ADC;91.46 €;70.61 €;6;381.73 €;381.73 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABGA003;ABGA00310;Ablation d'un système diffuseur implanté et du cathéter intraventriculaire ou intrakystique cérébral;1;0;ADC;65.23 €;55.39 €;9;441.25 €;421.68 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABHB001;ABHB00110;Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne;1;0;ATM;92.88 €;86.13 €;14;1 058.19 €;1 040.96 €;Actes techniques médicaux diagnostiques;Autres Actes Médicaux Diagnostiques
ABHB002;ABHB00210;Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire;1;0;ATM;39.00 €;34.71 €;3;117.00 €;101.40 €;Actes techniques médicaux diagnostiques;Autres Actes Médicaux Diagnostiques
ABJA001;ABJA00140;Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie;4;0;ADA;273.64 €;273.64 €;1;136.82 €;136.82 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA001;ABJA00110;Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie;1;0;ADC;259.96 €;259.96 €;1;164.42 €;164.42 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA002;ABJA00240;Évacuation d'un hématome subdural aigu, par craniotomie;4;0;ADA;173.26 €;173.26 €;119;21 874.12 €;21 874.12 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA002;ABJA00210;Évacuation d'un hématome subdural aigu, par craniotomie;1;0;ADC;250.80 €;250.80 €;119;35 438.27 €;35 438.27 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA003;ABJA00340;Évacuation d'un hématome subdural chronique unilatéral, par craniotomie;4;0;ADA;138.49 €;138.49 €;178;27 400.30 €;27 400.30 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA003;ABJA00310;Évacuation d'un hématome subdural chronique unilatéral, par craniotomie;1;0;ADC;194.27 €;182.90 €;181;42 249.14 €;42 249.14 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA004;ABJA00410;Évacuation d'un hématome extradural infratentoriel, par craniotomie;1;0;ADC;313.50 €;313.50 €;2;553.33 €;553.33 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA005;ABJA00540;Évacuation d'un hématome extradural supratentoriel, par craniotomie;4;0;ADA;201.86 €;201.86 €;18;4 052.48 €;4 052.48 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA005;ABJA00510;Évacuation d'un hématome extradural supratentoriel, par craniotomie;1;0;ADC;313.50 €;313.50 €;18;7 243.04 €;7 243.04 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA006;ABJA00640;Évacuation d'un hématome subdural chronique bilatéral, par craniotomie;4;0;ADA;156.78 €;156.78 €;52;8 747.78 €;8 747.78 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA006;ABJA00610;Évacuation d'un hématome subdural chronique bilatéral, par craniotomie;1;0;ADC;250.80 €;250.80 €;53;15 949.14 €;15 949.14 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA007;ABJA00740;Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie;4;0;ADA;230.08 €;230.08 €;1;230.08 €;230.08 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA007;ABJA00710;Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie;1;0;ADC;324.72 €;320.01 €;1;345.83 €;345.83 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA008;ABJA00810;Évacuation d'un empyème intracrânien extracérébral, par craniotomie;1;0;ADC;254.53 €;235.41 €;3;1 015.94 €;1 015.94 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA008;ABJA00840;Évacuation d'un empyème intracrânien extracérébral, par craniotomie;4;0;ADA;188.33 €;188.33 €;2;456.66 €;456.66 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJB001;ABJB00140;Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne;4;0;ADA;86.88 €;86.88 €;1;43.44 €;43.44 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJB001;ABJB00110;Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne;1;0;ADC;102.10 €;91.47 €;7;617.47 €;568.03 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJB002;ABJB00210;Évacuation de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire;1;0;ATM;34.71 €;34.71 €;1;34.71 €;34.71 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
ABLA001;ABLA00140;Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané;4;0;ADA;120.96 €;120.96 €;6;483.84 €;483.84 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABLA001;ABLA00110;Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané;1;0;ADC;156.69 €;125.99 €;6;664.79 €;664.79 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABLB001;ABLB00110;Pose d'un cathéter ventriculaire cérébral par voie transcrânienne, avec mesure instantanée de la pression intracrânienne et tests dynamiques;1;0;ADC;110.60 €;99.26 €;1;62.31 €;43.62 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABLB002;ABLB00210;Pose d'un capteur ventriculaire de pression intracrânienne, par voie transcrânienne;1;0;ADC;116.99 €;102.97 €;3;281.48 €;281.48 €;Actes chirurgicaux;Autres Actes de Chirurgie
