Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ; Base de remboursement  ; Montants remboursés ;Catégorie d'acte;Sous-catégorie d'acte
AAFA007;AAFA00710;Excision d'une zone épileptogène, par craniotomie;1;0;ADC;601.23 €;524.28 €;8;4 364.64 €;4 364.64 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAFA008;AAFA00810;Résection de parenchyme cérébelleux pour infarctus expansif, par craniotomie;1;0;ADC;418.00 €;418.00 €;3;1 038.41 €;1 038.41 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAFA008;AAFA00840;Résection de parenchyme cérébelleux pour infarctus expansif, par craniotomie;4;0;ADA;378.45 €;378.45 €;2;756.90 €;756.90 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAGB001;AAGB00110;Ablation d'électrode intracérébrale;1;0;ATM;131.17 €;93.63 €;4;449.60 €;449.60 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAJA001;AAJA00110;Évacuation de collection intracérébrale, par craniotomie;1;0;ADC;523.24 €;408.82 €;21;7 318.44 €;7 318.44 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA001;AAJA00140;Évacuation de collection intracérébrale, par craniotomie;4;0;ADA;230.76 €;230.76 €;21;3 753.28 €;3 753.28 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA002;AAJA00240;Évacuation d'hématome intracérébral traumatique [contusion], par craniotomie;4;0;ADA;275.90 €;275.90 €;3;898.85 €;898.85 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA002;AAJA00210;Évacuation d'hématome intracérébral traumatique [contusion], par craniotomie;1;0;ADC;305.58 €;282.57 €;3;960.46 €;960.46 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA003;AAJA00310;Évacuation d'hématome intracérébelleux, par craniotomie;1;0;ADC;418.00 €;418.00 €;4;1 910.33 €;1 910.33 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA003;AAJA00340;Évacuation d'hématome intracérébelleux, par craniotomie;4;0;ADA;357.92 €;357.92 €;2;715.84 €;715.84 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA004;AAJA00440;Évacuation d'hématome intracérébral non traumatique, par craniotomie;4;0;ADA;286.84 €;286.84 €;23;5 177.12 €;5 177.12 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA004;AAJA00410;Évacuation d'hématome intracérébral non traumatique, par craniotomie;1;0;ADC;283.60 €;269.82 €;25;6 132.49 €;6 114.49 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA005;AAJA00540;Évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente;4;0;ADA;97.51 €;97.51 €;17;1 610.47 €;1 610.47 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA005;AAJA00510;Évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente;1;0;ADC;250.99 €;215.80 €;17;4 121.58 €;4 121.58 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA006;AAJA00640;Parage de plaie craniocérébrale;4;0;ADA;241.45 €;241.45 €;4;984.86 €;984.86 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA006;AAJA00610;Parage de plaie craniocérébrale;1;0;ADC;433.91 €;383.33 €;6;2 195.13 €;2 195.13 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH002;AAJH00240;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique;4;0;ADA;231.55 €;231.55 €;1;231.55 €;231.55 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH002;AAJH00210;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique;1;0;ADC;250.80 €;250.80 €;1;267.10 €;267.10 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH003;AAJH00310;Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique;1;0;ADC;167.20 €;167.20 €;2;267.10 €;267.10 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH003;AAJH00340;Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique;4;0;ADA;126.46 €;126.46 €;1;86.23 €;86.23 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH004;AAJH00410;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique;1;0;ADC;250.80 €;250.80 €;1;133.55 €;133.55 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH004;AAJH00440;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique;4;0;ADA;231.55 €;231.55 €;1;115.78 €;115.78 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAKA001;AAKA00110;Changement d'un générateur souscutané de stimulation cérébrale;1;0;ADC;104.50 €;104.50 €;8;836.00 €;804.65 €;Autres Actes de Chirurgie;Actes chirurgicaux
AALA002;AALA00210;Implantation d'électrode subdurale pour enregistrement électrocorticographique, par craniotomie;1;0;ADC;272.83 €;272.83 €;4;655.40 €;655.40 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AALA004;AALA00410;Implantation souscutanée d'un générateur de stimulation cérébrale;1;0;ADC;104.50 €;104.50 €; -     ;  ;  ;Autres Actes de Chirurgie;Actes chirurgicaux
AALB001;AALB00110;Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique;1;0;ADC;916.03 €;794.64 €;2;545.74 €;545.74 €;Autres Actes de Chirurgie;Actes chirurgicaux
AALB001;AALB00140;Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique;4;0;ADA;272.87 €;272.87 €;2;545.74 €;545.74 €;Autres Actes de Chirurgie;Actes chirurgicaux
AALB002;AALB00210;Implantation d'électrode intracérébrale pour enregistrement électroencéphalographique, par voie stéréotaxique;1;0;ATM;627.00 €;627.00 €;9;5 809.16 €;5 809.16 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAMP003;AAMP00310;Réglage secondaire des paramètres de chaque plot de système de stimulation cérébrale profonde [cartographie];1;0;ATM;  ;  ; -     ;  ;  ;;
AAMP173;AAMP17310;Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde;1;0;ATM;102.81 €;102.81 €;148;15 215.88 €;15 030.84 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAMP387;AAMP38710;Réglage secondaire d'un paramètre de système de stimulation cérébrale profonde;1;0;ATM;60.48 €;60.48 €;85;5 110.56 €;5 019.86 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AANB001;AANB00110;Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique;1;0;ADC;695.53 €;695.53 €;3;2 270.91 €;2 270.91 €;Autres Actes de Chirurgie;Actes chirurgicaux
AAQM002;AAQM00210;Échographie transfontanellaire de l'encéphale;1;0;ADE;37.80 €;37.80 €;8 367;301 196.84 €;244 869.19 €;Autres Échographies;Imagerie Échographie
AAQN002;AAQN00210;Spectroscopie par résonance magnétique cérébrale protonique localisée;1;0;ADI;  ;  ;3; -   € ; -   € ;Autres radiographies;Imagerie Radiographie
AAQN004;AAQN00410;Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions motrices;1;0;ADI;69.00 €;69.00 €;546;37 674.00 €;29 275.40 €;IRM du système nerveux;Imagerie IRM
AAQP002;AAQP00210;Electroencéphalographie continue ambulatoire sur 8 dérivations ou plus, pendant au moins 24 heures [Holter EEG];1;0;ATM;209.95 €;145.97 €;878;121 678.00 €;110 780.08 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP003;AAQP00310;Surveillance électroencéphalographique continue sans enregistrement vidéo, par 24 heures;1;0;ATM;80.35 €;70.80 €;122;8 507.94 €;8 131.64 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP004;AAQP00410;Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant moins de 4 heures;1;0;ATM;  ;  ;11; -   € ; -   € ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAQP005;AAQP00510;Surveillance électrocorticographique peropératoire de l'activité encéphalique spontanée et/ou provoquée;1;0;ATM;  ;  ;4; -   € ; -   € ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAQP006;AAQP00610;Electroencéphalographie de longue durée de 1 à 4 heures sur 8 dérivation ou plus, avec enregistrement vidéo;1;0;ATM;139.97 €;105.37 €;5 612;734 776.10 €;710 701.46 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP007;AAQP00710;Électroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes sans numérisation et sans enregistrement vidéo;1;0;ATM;57.60 €;57.60 €;43 666;2 468 030.84 €;2 028 333.15 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP008;AAQP00810;Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant 4 heures ou plus;1;0;ATM;  ;  ;15; -   € ; -   € ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAQP009;AAQP00910;Electroencéphalographie avec quantification sur 32 dérivations ou plus;1;0;ATM;93.31 €;78.31 €;6 349;486 839.45 €;403 414.83 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP010;AAQP01010;Electroencéphalographie de longue durée de plus de 4 heures sur 8 dérivations ou plus, avec enregistrement vidéo;1;0;ATM;233.28 €;159.49 €;202;46 291.13 €;46 185.73 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP011;AAQP01110;Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, au lit du malade;1;0;ATM;84.67 €;73.30 €;6 750;571 792.54 €;540 806.07 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP012;AAQP01210;Surveillance électroencéphalographique continue avec enregistrement vidéo, par 24 heures;1;0;ATM;345.60 €;256.90 €;86;27 088.18 €;27 052.18 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP013;AAQP01310;Surveillance électrocorticographique continue avec enregistrement vidéo, par 24 heures;1;0;ATM;345.60 €;256.90 €;1;73.44 €;73.44 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP129;AAQP12910;Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 30 minutes, avec numérisation et enregistrement vidéo, chez un patient de moins de 6 ans;1;0;ATM;152.93 €;152.93 €;76;11 622.68 €;11 648.68 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostics
AAQP350;AAQP35010;Electroencéphalographie sur 14 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, avec numérisation chez un patient de 6 ans ou plus;1;0;ATM;130.46 €;130.46 €;9 969;1 300 351.20 €;1 295 962.00 €;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostics
ABCA001;ABCA00140;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par craniotomie;4;0;ADA;189.03 €;189.03 €;26;4 087.19 €;4 087.19 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA001;ABCA00110;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par craniotomie;1;0;ADC;421.86 €;376.35 €;27;9 628.79 €;9 610.79 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA002;ABCA00210;Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct;1;0;ADC;261.62 €;257.08 €;166;46 750.51 €;46 700.51 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA002;ABCA00240;Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct;4;0;ADA;142.11 €;142.11 €;154;22 136.19 €;22 118.19 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA003;ABCA00340;Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct;4;0;ADA;140.64 €;140.64 €;1;163.64 €;163.64 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA003;ABCA00310;Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct;1;0;ADC;261.62 €;257.08 €;1;325.21 €;325.21 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA004;ABCA00410;Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct;1;0;ADC;268.00 €;260.78 €;2;616.75 €;616.75 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA004;ABCA00440;Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct;4;0;ADA;135.88 €;135.88 €;1;135.88 €;135.88 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCB001;ABCB00110;Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne;1;0;ADC;145.35 €;119.42 €;76;10 270.06 €;10 270.06 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCB001;ABCB00140;Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne;4;0;ADA;99.34 €;99.34 €;71;6 976.08 €;6 976.08 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCC001;ABCC00110;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par vidéochirurgie intracrânienne;1;0;ADC;366.55 €;344.27 €;38;14 177.07 €;14 149.07 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABCC001;ABCC00140;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par vidéochirurgie intracrânienne;4;0;ADA;166.30 €;166.30 €;30;4 845.70 €;4 845.70 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA002;ABFA00210;Exérèse de lésion du troisième ventricule, par craniotomie;1;0;ADC;1 000.40 €;843.57 €;9;9 946.38 €;9 946.38 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA002;ABFA00240;Exérèse de lésion du troisième ventricule, par craniotomie;4;0;ADA;382.78 €;382.78 €;5;1 913.90 €;1 913.90 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA003;ABFA00310;Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne;1;0;ADC;282.29 €;282.29 €;1;300.64 €;300.64 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA003;ABFA00340;Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne;4;0;ADA;171.11 €;171.11 €;1;194.11 €;194.11 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA005;ABFA00540;Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie;4;0;ADA;378.39 €;378.39 €;17;6 478.63 €;6 478.63 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA005;ABFA00510;Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie;1;0;ADC;811.10 €;733.77 €;20;17 299.27 €;17 299.27 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA006;ABFA00610;Exérèse de lésion du quatrième ventricule, par craniotomie;1;0;ADC;884.83 €;732.65 €;13;11 209.75 €;11 209.75 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA006;ABFA00640;Exérèse de lésion du quatrième ventricule, par craniotomie;4;0;ADA;435.21 €;435.21 €;8;3 527.68 €;3 527.68 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA007;ABFA00740;Exérèse d'une fistule dermique avec prolongement intradural occipital;4;0;ADA;169.42 €;169.42 €;1;169.42 €;169.42 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA007;ABFA00710;Exérèse d'une fistule dermique avec prolongement intradural occipital;1;0;ADC;244.87 €;244.87 €;1;260.79 €;260.79 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA008;ABFA00810;Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle;1;0;ADC;792.66 €;723.09 €;6;4 318.98 €;4 318.98 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA008;ABFA00840;Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle;4;0;ADA;385.37 €;385.37 €;3;1 156.11 €;1 156.11 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA009;ABFA00940;Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle;4;0;ADA;375.80 €;375.80 €;20;7 140.20 €;7 140.20 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA009;ABFA00910;Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle;1;0;ADC;1 006.78 €;935.06 €;21;22 187.09 €;22 187.09 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA010;ABFA01040;Exérèse de tumeur de la faux du cerveau, par craniotomie;4;0;ADA;355.66 €;355.66 €;48;16 075.85 €;16 075.85 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA010;ABFA01010;Exérèse de tumeur de la faux du cerveau, par craniotomie;1;0;ADC;725.31 €;684.02 €;62;46 092.68 €;46 074.68 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFC001;ABFC00140;Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne;4;0;ADA;358.59 €;358.59 €;1;358.59 €;358.59 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABFC001;ABFC00110;Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne;1;0;ADC;651.57 €;641.25 €;1;682.93 €;682.93 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABGA002;ABGA00240;Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct;4;0;ADA;64.15 €;64.15 €;12;488.85 €;488.85 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABGA002;ABGA00210;Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct;1;0;ADC;91.46 €;70.61 €;14;812.84 €;780.46 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABGA003;ABGA00310;Ablation d'un système diffuseur implanté et du cathéter intraventriculaire ou intrakystique cérébral;1;0;ADC;65.23 €;55.39 €;3;158.16 €;158.16 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABHB001;ABHB00110;Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne;1;0;ATM;92.88 €;86.13 €;9;517.96 €;517.96 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
ABHB002;ABHB00210;Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire;1;0;ATM;39.00 €;34.71 €;8;406.06 €;324.85 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
ABJA001;ABJA00140;Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie;4;0;ADA;273.64 €;273.64 €;1;136.82 €;136.82 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA001;ABJA00110;Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie;1;0;ADC;259.96 €;259.96 €;1;153.38 €;153.38 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA002;ABJA00210;Évacuation d'un hématome subdural aigu, par craniotomie;1;0;ADC;250.80 €;250.80 €;149;41 275.54 €;41 275.54 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA002;ABJA00240;Évacuation d'un hématome subdural aigu, par craniotomie;4;0;ADA;173.26 €;173.26 €;148;26 491.95 €;26 491.95 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA003;ABJA00310;Évacuation d'un hématome subdural chronique unilatéral, par craniotomie;1;0;ADC;194.27 €;182.90 €;210;43 742.38 €;43 742.38 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA003;ABJA00340;Évacuation d'un hématome subdural chronique unilatéral, par craniotomie;4;0;ADA;138.49 €;138.49 €;201;30 089.25 €;30 089.25 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA004;ABJA00440;Évacuation d'un hématome extradural infratentoriel, par craniotomie;4;0;ADA;201.86 €;201.86 €;1;224.86 €;224.86 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA004;ABJA00410;Évacuation d'un hématome extradural infratentoriel, par craniotomie;1;0;ADC;313.50 €;313.50 €;2;631.71 €;631.71 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA005;ABJA00510;Évacuation d'un hématome extradural supratentoriel, par craniotomie;1;0;ADC;313.50 €;313.50 €;15;5 374.52 €;5 374.52 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA005;ABJA00540;Évacuation d'un hématome extradural supratentoriel, par craniotomie;4;0;ADA;201.86 €;201.86 €;15;3 235.26 €;3 235.26 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA006;ABJA00610;Évacuation d'un hématome subdural chronique bilatéral, par craniotomie;1;0;ADC;250.80 €;250.80 €;46;12 753.60 €;12 743.60 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA006;ABJA00640;Évacuation d'un hématome subdural chronique bilatéral, par craniotomie;4;0;ADA;156.78 €;156.78 €;43;7 039.67 €;7 039.67 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA007;ABJA00710;Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie;1;0;ADC;324.72 €;320.01 €;2;750.63 €;750.63 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA007;ABJA00740;Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie;4;0;ADA;230.08 €;230.08 €;1;230.08 €;230.08 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA008;ABJA00810;Évacuation d'un empyème intracrânien extracérébral, par craniotomie;1;0;ADC;254.53 €;235.41 €;10;2 466.35 €;2 466.35 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA008;ABJA00840;Évacuation d'un empyème intracrânien extracérébral, par craniotomie;4;0;ADA;188.33 €;188.33 €;8;1 435.48 €;1 435.48 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJB001;ABJB00110;Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne;1;0;ADC;102.10 €;91.47 €;9;658.79 €;658.79 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJB001;ABJB00140;Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne;4;0;ADA;86.88 €;86.88 €;4;240.20 €;240.20 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABJB002;ABJB00210;Évacuation de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire;1;0;ATM;34.71 €;34.71 €;1;17.36 €;17.36 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
ABJC900;ABJC90010;Évacuation d'une hémorragie intraventriculaire cérébrale non traumatique, par vidéochirurgie;1;0;ADC;  ;  ;1; -   € ; -   € ;Autres Actes de Chirurgie;Actes chirurgicaux
ABLA001;ABLA00140;Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané;4;0;ADA;120.96 €;120.96 €;9;1 028.16 €;1 028.16 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABLA001;ABLA00110;Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané;1;0;ADC;156.69 €;125.99 €;8;1 084.87 €;1 084.87 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABLB001;ABLB00110;Pose d'un cathéter ventriculaire cérébral par voie transcrânienne, avec mesure instantanée de la pression intracrânienne et tests dynamiques;1;0;ADC;110.60 €;99.26 €;6;608.46 €;548.44 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABLB002;ABLB00210;Pose d'un capteur ventriculaire de pression intracrânienne, par voie transcrânienne;1;0;ADC;116.99 €;102.97 €;1;60.75 €;60.75 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABLB003;ABLB00310;Pose d'un capteur extraventriculaire de pression intracrânienne, par voie transcrânienne;1;0;ADC;96.42 €;91.04 €;4;351.15 €;351.15 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABLB006;ABLB00610;Séance d'administration intraventriculaire ou intrakystique cérébrale d'agent pharmacologique anticancéreux, par un dispositif implanté;1;0;ATM;  ;  ; -     ;  ;  ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
