Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ;Base de remboursement ;Montants remboursés;Catégorie d'acte;Sous-catégorie d'acte
AALB002;AALB00210;Implantation d'électrode intracérébrale pour enregistrement électroencéphalographique, par voie stéréotaxique;1;0;ATM;627.00 €;627.00 €;2;1 586.32 €;1 586.32 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAMP173;AAMP17310;Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde;1;0;ATM;102.81 €;102.81 €;177;18 197.32 €;18 094.80 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AAMP387;AAMP38710;Réglage secondaire d'un paramètre de système de stimulation cérébrale profonde;1;0;ATM;60.48 €;60.48 €;79;4 717.44 €;4 626.74 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AANB001;AANB00110;Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique;1;0;ADC;695.53 €;695.53 €;1;879.85 €;879.85 €;Actes chirurgicaux;Autres Actes de Chirurgie
AAQM002;AAQM00210;Échographie transfontanellaire de l'encéphale;1;0;ADE;37.80 €;37.80 €;8 025;286 469.12 €;235 856.48 €;Imagerie Échographie;Autres Échographies
AAQN002;AAQN00210;Spectroscopie par résonance magnétique cérébrale protonique localisée;1;0;ADI;;;1;0.00 €;0.00 €;Imagerie Radiographie;Autres radiographies
AAQN004;AAQN00410;Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions motrices;1;0;ADI;69.00 €;69.00 €;509;34 921.00 €;26 455.30 €;Imagerie IRM;IRM du système nerveux
AAQP002;AAQP00210;Electroencéphalographie continue ambulatoire sur 8 dérivations ou plus, pendant au moins 24 heures [Holter EEG];1;0;ATM;209.95 €;145.97 €;905;133 874.41 €;124 339.92 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP003;AAQP00310;Surveillance électroencéphalographique continue sans enregistrement vidéo, par 24 heures;1;0;ATM;80.35 €;70.80 €;23;1 546.46 €;1 453.84 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP004;AAQP00410;Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant moins de 4 heures;1;0;ATM;;;2;0.00 €;0.00 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AAQP005;AAQP00510;Surveillance électrocorticographique peropératoire de l'activité encéphalique spontanée et/ou provoquée;1;0;ATM;;;1;0.00 €;0.00 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AAQP006;AAQP00610;Electroencéphalographie de longue durée de 1 à 4 heures sur 8 dérivation ou plus, avec enregistrement vidéo;1;0;ATM;139.97 €;105.37 €;4 039;544 726.29 €;534 759.33 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP007;AAQP00710;Électroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes sans numérisation et sans enregistrement vidéo;1;0;ATM;57.60 €;57.60 €;8 531;459 605.76 €;379 198.36 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP008;AAQP00810;Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant 4 heures ou plus;1;0;ATM;;;27;65.66 €;0.00 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
AAQP009;AAQP00910;Electroencéphalographie avec quantification sur 32 dérivations ou plus;1;0;ATM;93.31 €;78.31 €;393;34 238.16 €;27 516.24 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP010;AAQP01010;Electroencéphalographie de longue durée de plus de 4 heures sur 8 dérivations ou plus, avec enregistrement vidéo;1;0;ATM;233.28 €;159.49 €;410;94 741.04 €;94 731.04 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP011;AAQP01110;Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, au lit du malade;1;0;ATM;84.67 €;73.30 €;4 760;406 445.66 €;386 703.12 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP012;AAQP01210;Surveillance électroencéphalographique continue avec enregistrement vidéo, par 24 heures;1;0;ATM;345.60 €;256.90 €;122;39 628.35 €;39 536.64 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP013;AAQP01310;Surveillance électrocorticographique continue avec enregistrement vidéo, par 24 heures;1;0;ATM;345.60 €;256.90 €;4;562.78 €;489.34 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP129;AAQP12910;Electroencéphalographie sur 8 dérivations ou plus avec enregistrement d'une durée minimale de 30 minutes, avec numérisation et enregistrement vidéo, chez un patient de moins de 6 ans;1;0;ATM;152.93 €;152.93 €;1 061;161 102.59 €;160 971.64 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
AAQP350;AAQP35010;Electroencéphalographie sur 14 dérivations ou plus avec enregistrement d'une durée minimale de 20 minutes, avec numérisation chez un patient de 6 ans ou plus;1;0;ATM;130.46 €;130.46 €;60 818;7 928 372.27 €;7 907 953.24 €;Actes techniques médicaux diagnostiques;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil]
ABCA001;ABCA00110;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par craniotomie;1;0;ADC;421.86 €;376.35 €;16;6 941.25 €;6 664.42 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA001;ABCA00140;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par craniotomie;4;0;ADA;189.03 €;189.03 €;11;1 984.82 €;1 984.82 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA002;ABCA00210;Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct;1;0;ADC;261.62 €;257.08 €;120;37 537.34 €;37 434.73 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA002;ABCA00240;Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct;4;0;ADA;142.11 €;142.11 €;110;16 082.95 €;16 040.32 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA003;ABCA00310;Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct;1;0;ADC;261.62 €;257.08 €;2;661.90 €;661.90 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA003;ABCA00340;Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct;4;0;ADA;140.64 €;140.64 €;2;281.28 €;281.28 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA004;ABCA00440;Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct;4;0;ADA;135.88 €;135.88 €;4;475.58 €;475.58 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCA004;ABCA00410;Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct;1;0;ADC;268.00 €;260.78 €;4;1 063.99 €;1 063.99 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCB001;ABCB00140;Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne;4;0;ADA;99.34 €;99.34 €;66;6 826.84 €;6 777.17 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCB001;ABCB00110;Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne;1;0;ADC;145.35 €;119.42 €;68;9 876.66 €;9 784.73 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCC001;ABCC00110;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par vidéochirurgie intracrânienne;1;0;ADC;366.55 €;344.27 €;38;15 099.14 €;15 099.14 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABCC001;ABCC00140;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par vidéochirurgie intracrânienne;4;0;ADA;166.30 €;166.30 €;35;5 510.90 €;5 492.90 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA001;ABFA00140;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire;4;0;ADA;225.72 €;225.72 €;1;225.72 €;225.72 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA001;ABFA00110;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire;1;0;ADC;617.54 €;445.95 €;3;1 412.12 €;1 412.12 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA002;ABFA00210;Exérèse de lésion du troisième ventricule, par craniotomie;1;0;ADC;1 000.40 €;843.57 €;5;5 022.88 €;5 012.88 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA002;ABFA00240;Exérèse de lésion du troisième ventricule, par craniotomie;4;0;ADA;382.78 €;382.78 €;2;765.56 €;765.56 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA003;ABFA00310;Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne;1;0;ADC;282.29 €;282.29 €;1;141.15 €;141.15 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA003;ABFA00340;Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne;4;0;ADA;171.11 €;171.11 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA004;ABFA00440;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, avec rapprochement orbitaire;4;0;ADA;302.99 €;302.99 €;1;302.99 €;302.99 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA004;ABFA00410;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, avec rapprochement orbitaire;1;0;ADC;891.92 €;666.55 €;1;891.92 €;891.92 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA005;ABFA00510;Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie;1;0;ADC;811.10 €;733.77 €;30;25 765.62 €;25 765.62 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA005;ABFA00540;Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie;4;0;ADA;378.39 €;378.39 €;24;9 032.17 €;9 032.17 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA006;ABFA00640;Exérèse de lésion du quatrième ventricule, par craniotomie;4;0;ADA;435.21 €;435.21 €;8;3 046.48 €;3 046.48 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA006;ABFA00610;Exérèse de lésion du quatrième ventricule, par craniotomie;1;0;ADC;884.83 €;732.65 €;9;8 386.91 €;8 386.91 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA007;ABFA00740;Exérèse d'une fistule dermique avec prolongement intradural occipital;4;0;ADA;169.42 €;169.42 €;1;169.42 €;169.42 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA007;ABFA00710;Exérèse d'une fistule dermique avec prolongement intradural occipital;1;0;ADC;244.87 €;244.87 €;3;563.38 €;563.38 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA008;ABFA00840;Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle;4;0;ADA;385.37 €;385.37 €;15;5 202.51 €;5 202.51 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA008;ABFA00810;Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle;1;0;ADC;792.66 €;723.09 €;16;14 419.02 €;14 419.02 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA009;ABFA00940;Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle;4;0;ADA;375.80 €;375.80 €;13;4 509.60 €;4 509.60 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA009;ABFA00910;Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle;1;0;ADC;1 006.78 €;935.06 €;16;16 422.05 €;16 422.05 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA010;ABFA01040;Exérèse de tumeur de la faux du cerveau, par craniotomie;4;0;ADA;355.66 €;355.66 €;52;17 094.68 €;17 094.68 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFA010;ABFA01010;Exérèse de tumeur de la faux du cerveau, par craniotomie;1;0;ADC;725.31 €;684.02 €;65;51 897.16 €;51 897.16 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFC001;ABFC00110;Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne;1;0;ADC;651.57 €;641.25 €;1;824.24 €;824.24 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABFC001;ABFC00140;Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne;4;0;ADA;358.59 €;358.59 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABGA002;ABGA00240;Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct;4;0;ADA;64.15 €;64.15 €;1;64.15 €;64.15 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABGA002;ABGA00210;Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct;1;0;ADC;91.46 €;70.61 €;1;75.20 €;75.20 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABGA003;ABGA00310;Ablation d'un système diffuseur implanté et du cathéter intraventriculaire ou intrakystique cérébral;1;0;ADC;65.23 €;55.39 €;3;175.55 €;175.55 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABHB001;ABHB00110;Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne;1;0;ATM;92.88 €;86.13 €;5;225.46 €;225.46 €;Actes techniques médicaux diagnostiques;Autres Actes Médicaux Diagnostiques
ABHB002;ABHB00210;Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire;1;0;ATM;39.00 €;34.71 €;9;486.71 €;404.97 €;Actes techniques médicaux diagnostiques;Autres Actes Médicaux Diagnostiques
ABJA001;ABJA00110;Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie;1;0;ADC;259.96 €;259.96 €;1;302.01 €;302.01 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA001;ABJA00140;Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie;4;0;ADA;273.64 €;273.64 €;1;298.79 €;298.79 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA002;ABJA00240;Évacuation d'un hématome subdural aigu, par craniotomie;4;0;ADA;173.26 €;173.26 €;114;20 724.86 €;20 724.86 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA002;ABJA00210;Évacuation d'un hématome subdural aigu, par craniotomie;1;0;ADC;250.80 €;250.80 €;114;33 936.41 €;33 936.41 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA003;ABJA00340;Évacuation d'un hématome subdural chronique unilatéral, par craniotomie;4;0;ADA;138.49 €;138.49 €;190;29 389.32 €;29 250.83 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA003;ABJA00310;Évacuation d'un hématome subdural chronique unilatéral, par craniotomie;1;0;ADC;194.27 €;182.90 €;193;44 415.15 €;44 146.48 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA004;ABJA00410;Évacuation d'un hématome extradural infratentoriel, par craniotomie;1;0;ADC;313.50 €;313.50 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA004;ABJA00440;Évacuation d'un hématome extradural infratentoriel, par craniotomie;4;0;ADA;201.86 €;201.86 €;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA005;ABJA00540;Évacuation d'un hématome extradural supratentoriel, par craniotomie;4;0;ADA;201.86 €;201.86 €;14;2 807.18 €;2 807.18 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA005;ABJA00510;Évacuation d'un hématome extradural supratentoriel, par craniotomie;1;0;ADC;313.50 €;313.50 €;14;4 876.86 €;4 876.86 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA006;ABJA00640;Évacuation d'un hématome subdural chronique bilatéral, par craniotomie;4;0;ADA;156.78 €;156.78 €;55;9 571.96 €;9 571.96 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA006;ABJA00610;Évacuation d'un hématome subdural chronique bilatéral, par craniotomie;1;0;ADC;250.80 €;250.80 €;56;16 825.10 €;16 825.10 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA007;ABJA00740;Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie;4;0;ADA;230.08 €;230.08 €;3;713.24 €;713.24 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA007;ABJA00710;Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie;1;0;ADC;324.72 €;320.01 €;3;1 162.35 €;1 162.35 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA008;ABJA00840;Évacuation d'un empyème intracrânien extracérébral, par craniotomie;4;0;ADA;188.33 €;188.33 €;14;2 567.30 €;2 378.97 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJA008;ABJA00810;Évacuation d'un empyème intracrânien extracérébral, par craniotomie;1;0;ADC;254.53 €;235.41 €;14;3 845.02 €;3 523.04 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJB001;ABJB00110;Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne;1;0;ADC;102.10 €;91.47 €;23;1 741.35 €;1 686.47 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJB001;ABJB00140;Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne;4;0;ADA;86.88 €;86.88 €;13;764.04 €;764.04 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABJB002;ABJB00210;Évacuation de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire;1;0;ATM;34.71 €;34.71 €;1;17.36 €;17.36 €;Actes techniques médicaux thérapeutiques;Autres Actes Médicaux Thérapeutiques
ABJC900;ABJC90010;Évacuation d'une hémorragie intraventriculaire cérébrale non traumatique, par vidéochirurgie;1;0;ADC;;;0;;;Actes chirurgicaux;Autres Actes de Chirurgie
ABLA001;ABLA00110;Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané;1;0;ADC;156.69 €;125.99 €;6;967.18 €;967.18 €;Actes chirurgicaux;Autres Actes de Chirurgie
ABLA001;ABLA00140;Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané;4;0;ADA;120.96 €;120.96 €;6;725.76 €;725.76 €;Actes chirurgicaux;Autres Actes de Chirurgie
