Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code Regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ; Base de remboursement  ; Montants remboursés ;Catégorie d'acte;Sous-catégorie d'acte
AAGB001;AAGB00110;Ablation d'électrode intracérébrale;1;0;ATM; 131.17   ; 93.63   ; 3   ; 393.51   ; 393.51   ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAJA001;AAJA00140;Évacuation de collection intracérébrale, par craniotomie;4;0;ADA; 230.76   ; 230.76   ; 25   ; 5 061.94   ; 5 061.94   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA001;AAJA00110;Évacuation de collection intracérébrale, par craniotomie;1;0;ADC; 523.24   ; 408.82   ; 29   ; 11 492.63   ; 11 492.63   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA002;AAJA00240;Évacuation d'hématome intracérébral traumatique [contusion], par craniotomie;4;0;ADA; 275.90   ; 275.90   ; 3   ; 875.85   ; 875.85   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA002;AAJA00210;Évacuation d'hématome intracérébral traumatique [contusion], par craniotomie;1;0;ADC; 305.58   ; 282.57   ; 4   ; 1 268.85   ; 1 258.85   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA003;AAJA00340;Évacuation d'hématome intracérébelleux, par craniotomie;4;0;ADA; 357.92   ; 357.92   ; 5   ; 1 450.74   ; 1 450.74   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA003;AAJA00310;Évacuation d'hématome intracérébelleux, par craniotomie;1;0;ADC; 418.00   ; 418.00   ; 5   ; 1 871.85   ; 1 871.85   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA004;AAJA00440;Évacuation d'hématome intracérébral non traumatique, par craniotomie;4;0;ADA; 286.84   ; 286.84   ; 17   ; 4 150.18   ; 4 150.18   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA004;AAJA00410;Évacuation d'hématome intracérébral non traumatique, par craniotomie;1;0;ADC; 283.60   ; 269.82   ; 19   ; 4 616.07   ; 4 616.07   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA005;AAJA00510;Évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente;1;0;ADC; 250.99   ; 215.80   ; 18   ; 3 848.20   ; 3 848.20   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA005;AAJA00540;Évacuation de collection intracrânienne postopératoire, par reprise de la craniotomie précédente;4;0;ADA; 97.51   ; 97.51   ; 16   ; 1 505.91   ; 1 505.91   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA006;AAJA00610;Parage de plaie craniocérébrale;1;0;ADC; 433.91   ; 383.33   ; 2   ; 816.50   ; 816.50   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJA006;AAJA00640;Parage de plaie craniocérébrale;4;0;ADA; 241.45   ; 241.45   ; 2   ; 482.90   ; 482.90   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH002;AAJH00240;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique;4;0;ADA; 231.55   ; 231.55   ; -     ;;;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH002;AAJH00210;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage scanographique;1;0;ADC; 250.80   ; 250.80   ; -     ;;;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH003;AAJH00340;Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique;4;0;ADA; 126.46   ; 126.46   ; 3   ; 252.92   ; 252.92   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH003;AAJH00310;Évacuation de collection intracérébrale, par voie transcrânienne avec guidage radiologique;1;0;ADC; 167.20   ; 167.20   ; 4   ; 454.78   ; 454.78   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH004;AAJH00440;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique;4;0;ADA; 231.55   ; 231.55   ; 1   ; 115.78   ; 115.78   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAJH004;AAJH00410;Évacuation d'hématome intracérébral non traumatique, par voie transcrânienne avec guidage radiologique;1;0;ADC; 250.80   ; 250.80   ; 1   ; 133.55   ; 133.55   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAKA001;AAKA00110;Changement d'un générateur souscutané de stimulation cérébrale;1;0;ADC; 104.50   ; 104.50   ; 5   ; 522.50   ; 522.50   ;Autres Actes de Chirurgie;Actes chirurgicaux
AALA002;AALA00210;Implantation d'électrode subdurale pour enregistrement électrocorticographique, par craniotomie;1;0;ADC; 272.83   ; 272.83   ; 6   ; 738.81   ; 738.81   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AALA004;AALA00410;Implantation souscutanée d'un générateur de stimulation cérébrale;1;0;ADC; 104.50   ; 104.50   ; 1   ; 104.50   ; 104.50   ;Autres Actes de Chirurgie;Actes chirurgicaux
AALB001;AALB00110;Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique;1;0;ADC; 916.03   ; 794.64   ; 2   ; 545.74   ; 545.74   ;Autres Actes de Chirurgie;Actes chirurgicaux
AALB001;AALB00140;Implantation d'électrode de stimulation intracérébrale à visée thérapeutique, par voie stéréotaxique;4;0;ADA; 272.87   ; 272.87   ; 5   ; 1 364.35   ; 1 354.35   ;Autres Actes de Chirurgie;Actes chirurgicaux
AALB002;AALB00210;Implantation d'électrode intracérébrale pour enregistrement électroencéphalographique, par voie stéréotaxique;1;0;ATM; 627.00   ; 627.00   ; 5   ; 3 135.00   ; 3 135.00   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAMP003;AAMP00310;Réglage secondaire des paramètres de chaque plot de système de stimulation cérébrale profonde [cartographie];1;0;ATM;;; 1   ; -     ; -     ;;
AAMP173;AAMP17310;Réglage secondaire de plusieurs paramètres de système de stimulation cérébrale profonde;1;0;ATM; 102.81   ; 102.81   ; 104   ; 10 692.24   ; 10 661.40   ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAMP387;AAMP38710;Réglage secondaire d'un paramètre de système de stimulation cérébrale profonde;1;0;ATM; 60.48   ; 60.48   ; 43   ; 2 600.64   ; 2 600.64   ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AANB001;AANB00110;Destruction d'une cible intracérébrale à visée fonctionnelle, par voie stéréotaxique;1;0;ADC; 695.53   ; 695.53   ; 3   ; 2 086.59   ; 2 086.59   ;Autres Actes de Chirurgie;Actes chirurgicaux
AAQM002;AAQM00210;Échographie transfontanellaire de l'encéphale;1;0;ADE; 37.80   ; 37.80   ; 8 038   ; 292 622.22   ; 240 562.27   ;Autres Échographies;Imagerie Échographie
AAQN002;AAQN00210;Spectroscopie par résonance magnétique cérébrale protonique localisée;1;0;ADI;;; 2   ; -     ; -     ;Autres radiographies;Imagerie Radiographie
AAQN004;AAQN00410;Remnographie [IRM] fonctionnelle du cerveau pour étude des fonctions motrices;1;0;ADI; 69.00   ; 69.00   ; 488   ; 33 655.45   ; 26 104.32   ;IRM du système nerveux;Imagerie IRM
AAQP002;AAQP00210;Électroencéphalographie continue ambulatoire sur au moins 8 dérivations, pendant au moins 24 heures [Holter EEG];1;0;ATM; 209.95   ; 145.97   ; 765   ; 104 188.56   ; 95 071.86   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP003;AAQP00310;Surveillance électroencéphalographique continue sans enregistrement vidéo, par 24 heures;1;0;ATM; 80.35   ; 70.80   ; 86   ; 6 067.74   ; 5 495.25   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP004;AAQP00410;Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant moins de 4 heures;1;0;ATM;;; 7   ; 138.00   ; -     ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAQP005;AAQP00510;Surveillance électrocorticographique peropératoire de l'activité encéphalique spontanée et/ou provoquée;1;0;ATM;;; 3   ; -     ; -     ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAQP006;AAQP00610;Électroencéphalographie de longue durée de 1 à 4 heures sur au moins 8 dérivations, avec enregistrement vidéo;1;0;ATM; 139.97   ; 105.37   ; 5 740   ; 751 683.35   ; 726 522.87   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP007;AAQP00710;Électroencéphalographie sur au moins 8 dérivations, avec enregistrement d'une durée minimale de 20 minutes;1;0;ATM; 57.60   ; 57.60   ; 55 576   ; 3 144 214.59   ; 2 558 149.45   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP008;AAQP00810;Surveillance électroencéphalographique peropératoire sur au moins 8 dérivations, pendant 4 heures ou plus;1;0;ATM;;; 15   ; 58.00   ; -     ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
AAQP009;AAQP00910;Électroencéphalographie avec quantification, sur au moins 32 dérivations;1;0;ATM; 93.31   ; 78.31   ; 7 234   ; 566 800.55   ; 468 447.93   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP010;AAQP01010;Électroencéphalographie de longue durée de plus de 4 heures sur au moins 8 dérivations, avec enregistrement vidéo;1;0;ATM; 233.28   ; 159.49   ; 65   ; 14 651.74   ; 14 641.74   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP011;AAQP01110;Électroencéphalographie sur au moins 8 dérivations avec enregistrement d'une durée minimale de 20 minutes, au lit du malade;1;0;ATM; 84.67   ; 73.30   ; 7 278   ; 614 554.80   ; 580 050.06   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP012;AAQP01210;Surveillance électroencéphalographique continue avec enregistrement vidéo, par 24 heures;1;0;ATM; 345.60   ; 256.90   ; 84   ; 26 341.92   ; 26 331.92   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP013;AAQP01310;Surveillance électrocorticographique continue avec enregistrement vidéo, par 24 heures;1;0;ATM; 345.60   ; 256.90   ; 1   ; 73.44   ; 63.44   ;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
AAQP900;AAQP90010;Électroencéphalographie avec modélisation de sources, sur au moins 32 dérivations;1;0;ATM;;; -     ;;;Exploration électrophysiologique du système nerveux [EEG, EMG, sommeil];Actes techniques médicaux diagnostiques
ABCA001;ABCA00110;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par craniotomie;1;0;ADC; 421.86   ; 376.35   ; 22   ; 7 445.54   ; 7 082.33   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA001;ABCA00140;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par craniotomie;4;0;ADA; 189.03   ; 189.03   ; 21   ; 3 331.06   ; 3 331.06   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA002;ABCA00210;Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct;1;0;ADC; 261.62   ; 257.08   ; 173   ; 48 337.60   ; 48 291.60   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA002;ABCA00240;Dérivation péritonéale ou atriale du liquide cérébrospinal ventriculaire, par abord direct;4;0;ADA; 142.11   ; 142.11   ; 157   ; 22 732.45   ; 22 732.45   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA003;ABCA00310;Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct;1;0;ADC; 261.62   ; 257.08   ; 3   ; 885.85   ; 885.85   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA003;ABCA00340;Dérivation péritonéale d'une collection subdurale du liquide cérébrospinal crânien, par abord direct;4;0;ADA; 140.64   ; 140.64   ; 3   ; 421.92   ; 421.92   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA004;ABCA00410;Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct;1;0;ADC; 268.00   ; 260.78   ; 5   ; 1 251.69   ; 1 233.69   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCA004;ABCA00440;Dérivation péritonéale ou atriale de kyste intracrânien, par abord direct;4;0;ADA; 135.88   ; 135.88   ; 4   ; 568.67   ; 568.67   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCB001;ABCB00140;Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne;4;0;ADA; 99.34   ; 99.34   ; 57   ; 5 687.08   ; 5 687.08   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCB001;ABCB00110;Dérivation externe du liquide cérébrospinal ventriculaire ou subdural, par voie transcrânienne;1;0;ADC; 145.35   ; 119.42   ; 55   ; 6 983.08   ; 6 983.08   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCC001;ABCC00140;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par vidéochirurgie intracrânienne;4;0;ADA; 166.30   ; 166.30   ; 20   ; 3 288.85   ; 3 288.85   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABCC001;ABCC00110;Ventriculoventriculostomie, ventriculocisternostomie, kystocisternostomie ou kystoventriculostomie, par vidéochirurgie intracrânienne;1;0;ADC; 366.55   ; 344.27   ; 26   ; 9 505.44   ; 9 505.44   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA001;ABFA00140;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire;4;0;ADA; 225.72   ; 225.72   ; -     ;;;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA001;ABFA00110;Exérèse et/ou fermeture de méningoencéphalocèle de la base du crâne, sans rapprochement orbitaire;1;0;ADC; 617.54   ; 445.95   ; -     ;;;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA002;ABFA00210;Exérèse de lésion du troisième ventricule, par craniotomie;1;0;ADC; 1 000.40   ; 843.57   ; 9   ; 8 435.00   ; 8 425.00   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA002;ABFA00240;Exérèse de lésion du troisième ventricule, par craniotomie;4;0;ADA; 382.78   ; 382.78   ; 7   ; 2 704.61   ; 2 704.61   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA003;ABFA00340;Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne;4;0;ADA; 171.11   ; 171.11   ; 1   ; 171.11   ; 171.11   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA003;ABFA00310;Exérèse et/ou fermeture de méningoencéphalocèle de la voûte crânienne;1;0;ADC; 282.29   ; 282.29   ; 1   ; 166.55   ; 166.55   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA005;ABFA00540;Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie;4;0;ADA; 378.39   ; 378.39   ; 22   ; 8 135.39   ; 8 125.39   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA005;ABFA00510;Exérèse de lésion d'un ventricule latéral cérébral, par craniotomie;1;0;ADC; 811.10   ; 733.77   ; 23   ; 17 652.31   ; 17 652.31   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA006;ABFA00610;Exérèse de lésion du quatrième ventricule, par craniotomie;1;0;ADC; 884.83   ; 732.65   ; 17   ; 12 942.58   ; 12 482.96   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA006;ABFA00640;Exérèse de lésion du quatrième ventricule, par craniotomie;4;0;ADA; 435.21   ; 435.21   ; 11   ; 4 134.51   ; 4 134.51   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA007;ABFA00740;Exérèse d'une fistule dermique avec prolongement intradural occipital;4;0;ADA; 169.42   ; 169.42   ; 2   ; 277.13   ; 277.13   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA007;ABFA00710;Exérèse d'une fistule dermique avec prolongement intradural occipital;1;0;ADC; 244.87   ; 244.87   ; 2   ; 252.83   ; 252.83   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA008;ABFA00840;Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle;4;0;ADA; 385.37   ; 385.37   ; 7   ; 2 530.06   ; 2 530.06   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA008;ABFA00810;Exérèse de tumeur de la tente du cervelet, par craniotomie soustentorielle;1;0;ADC; 792.66   ; 723.09   ; 10   ; 8 009.46   ; 8 009.46   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA009;ABFA00910;Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle;1;0;ADC; 1 006.78   ; 935.06   ; 16   ; 15 898.39   ; 15 898.39   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA009;ABFA00940;Exérèse de tumeur de l'incisure de la tente, par craniotomie sustentorielle;4;0;ADA; 375.80   ; 375.80   ; 15   ; 5 096.30   ; 5 096.30   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA010;ABFA01010;Exérèse de tumeur de la faux du cerveau, par craniotomie;1;0;ADC; 725.31   ; 684.02   ; 65   ; 48 668.03   ; 48 658.02   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFA010;ABFA01040;Exérèse de tumeur de la faux du cerveau, par craniotomie;4;0;ADA; 355.66   ; 355.66   ; 54   ; 18 520.32   ; 18 500.32   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFC001;ABFC00110;Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne;1;0;ADC; 651.57   ; 641.25   ; 1   ; 682.93   ; 682.93   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABFC001;ABFC00140;Exérèse de lésion du troisième ventricule, par vidéochirurgie intracrânienne;4;0;ADA; 358.59   ; 358.59   ; -     ;;;Autres Actes de Chirurgie;Actes chirurgicaux
ABGA002;ABGA00210;Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct;1;0;ADC; 91.46   ; 70.61   ; 7   ; 407.43   ; 407.43   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABGA002;ABGA00240;Ablation d'une dérivation interne du liquide cérébrospinal intracrânien, par abord direct;4;0;ADA; 64.15   ; 64.15   ; 7   ; 424.31   ; 424.31   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABGA003;ABGA00310;Ablation d'un système diffuseur implanté et du cathéter intraventriculaire ou intrakystique cérébral;1;0;ADC; 65.23   ; 55.39   ; 8   ; 324.35   ; 259.85   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABHB001;ABHB00110;Ponction de liquide cérébrospinal ventriculaire, par voie transcrânienne;1;0;ATM; 92.88   ; 86.13   ; 12   ; 609.71   ; 609.71   ;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
ABHB002;ABHB00210;Ponction de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire;1;0;ATM; 39.00   ; 34.71   ; 2   ; 69.42   ; 55.54   ;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
ABJA001;ABJA00140;Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie;4;0;ADA; 273.64   ; 273.64   ; 1   ; 298.79   ; 298.79   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA001;ABJA00110;Évacuation d'une hémorragie intraventriculaire cérébrale, par craniotomie;1;0;ADC; 259.96   ; 259.96   ; 1   ; 302.01   ; 302.01   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA002;ABJA00210;Évacuation d'un hématome subdural aigu, par craniotomie;1;0;ADC; 250.80   ; 250.80   ; 158   ; 41 255.61   ; 41 255.61   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA002;ABJA00240;Évacuation d'un hématome subdural aigu, par craniotomie;4;0;ADA; 173.26   ; 173.26   ; 158   ; 27 569.01   ; 27 559.01   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA003;ABJA00340;Évacuation d'un hématome subdural chronique unilatéral, par craniotomie;4;0;ADA; 138.49   ; 138.49   ; 189   ; 28 218.70   ; 28 218.70   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA003;ABJA00310;Évacuation d'un hématome subdural chronique unilatéral, par craniotomie;1;0;ADC; 194.27   ; 182.90   ; 193   ; 39 114.11   ; 39 114.11   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA005;ABJA00540;Évacuation d'un hématome extradural supratentoriel, par craniotomie;4;0;ADA; 201.86   ; 201.86   ; 18   ; 3 412.33   ; 3 412.33   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA005;ABJA00510;Évacuation d'un hématome extradural supratentoriel, par craniotomie;1;0;ADC; 313.50   ; 313.50   ; 18   ; 5 417.63   ; 5 417.63   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA006;ABJA00610;Évacuation d'un hématome subdural chronique bilatéral, par craniotomie;1;0;ADC; 250.80   ; 250.80   ; 45   ; 12 408.78   ; 12 408.78   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA006;ABJA00640;Évacuation d'un hématome subdural chronique bilatéral, par craniotomie;4;0;ADA; 156.78   ; 156.78   ; 45   ; 7 568.98   ; 7 568.98   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA007;ABJA00710;Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie;1;0;ADC; 324.72   ; 320.01   ; 1   ; 377.61   ; 377.61   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA007;ABJA00740;Évacuation d'un hématome extradural plurifocal supratentoriel et/ou infratentoriel, par craniotomie;4;0;ADA; 230.08   ; 230.08   ; 1   ; 230.08   ; 230.08   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA008;ABJA00810;Évacuation d'un empyème intracrânien extracérébral, par craniotomie;1;0;ADC; 254.53   ; 235.41   ; 11   ; 2 819.47   ; 2 819.47   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJA008;ABJA00840;Évacuation d'un empyème intracrânien extracérébral, par craniotomie;4;0;ADA; 188.33   ; 188.33   ; 11   ; 1 948.37   ; 1 948.37   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJB001;ABJB00140;Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne;4;0;ADA; 86.88   ; 86.88   ; 6   ; 413.96   ; 413.96   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJB001;ABJB00110;Évacuation de liquide cérébrospinal ventriculaire avec injection à visée thérapeutique, par voie transcrânienne;1;0;ADC; 102.10   ; 91.47   ; 14   ; 1 091.92   ; 1 025.05   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABJB002;ABJB00210;Évacuation de liquide cérébrospinal ou de collection intracrânienne, par voie transfontanellaire;1;0;ATM; 34.71   ; 34.71   ; 2   ; 87.07   ; 87.07   ;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
ABLA001;ABLA00110;Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané;1;0;ADC; 156.69   ; 125.99   ; 4   ; 536.72   ; 536.72   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABLA001;ABLA00140;Pose d'un cathéter intraventriculaire ou intrakystique cérébral par voie transcrânienne, avec pose d'un système diffuseur ou d'une pompe implantable souscutané;4;0;ADA; 120.96   ; 120.96   ; 4   ; 483.84   ; 483.84   ;Autres Actes de Chirurgie;Actes chirurgicaux
ABLB001;ABLB00110;Pose d'un cathéter ventriculaire cérébral par voie transcrânienne, avec mesure instantanée de la pression intracrânienne et tests dynamiques;1;0;ADC; 110.60   ; 99.26   ; 7   ; 516.91   ; 497.06   ;Autres Actes de Chirurgie;Actes chirurgicaux
